Date Time,Open,High,Low,Close,Volume,,,
2013-10-01 15:30:00,5806.65,5837,5754.05,5828.45,6295925,,,
2013-10-03 15:30:00,5860,5996,5846.1,5966.8,7353725,,,
2013-10-04 15:30:00,5945.05,6008.95,5926.1,5950.9,7343225,,,
2013-10-07 15:30:00,5937.7,5949.8,5856.5,5943.2,7637775,,,
2013-10-08 15:30:00,6000,6021,5944.25,5959.45,6308050,,,
2013-10-09 15:30:00,5918,6057.95,5905,6048.5,7642200,,,
2013-10-10 15:30:00,6038,6073.8,6005.55,6059.8,6310600,,,
2013-10-11 15:30:00,6139.9,6143.15,6072,6130.5,6478550,,,
2013-10-14 15:30:00,6117.35,6154.9,6104.3,6143.35,4504950,,,
2013-10-15 15:30:00,6175,6193.6,6077.6,6110.65,7709550,,,
2013-10-17 15:30:00,6123,6139,6058.8,6071,6431050,,,
2013-10-18 15:30:00,6090,6224,6088.25,6210.45,8560600,,,
2013-10-21 15:30:00,6220,6239,6182.5,6226.15,5252075,,,
2013-10-22 15:30:00,6210,6236,6197.3,6222.65,4738650,,,
2013-10-23 15:30:00,6230.3,6230.3,6126.05,6190.3,8852725,,,
2013-10-24 15:30:00,6180.25,6267.75,6147.25,6173.8,9471825,,,
2013-10-25 15:30:00,6152.35,6188.4,6130.1,6151.55,6653025,,,
2013-10-28 15:30:00,6170.15,6181,6097.7,6105.3,6137125,,,
2013-10-29 15:30:00,6100,6237.7,6080,6228.95,11544650,,,
2013-10-30 15:30:00,6245.15,6276,6222.85,6250.9,6694625,,,
2013-10-31 15:30:00,6238,6302.6,6233.1,6294.9,8317125,,,
2013-11-01 15:30:00,6315.05,6369.95,6312.2,6358.7,4524675,,,
2013-11-03 15:30:00,6371.1,6383,6348.1,6353.05,806725,,,
